date,temperature,humidity,luminosity
2019-12-04 15:26:34.405,23.3,29.5,208
2019-12-04 15:26:36.682,23.3,29.5,208
2019-12-04 15:26:38.955,23.3,29.5,208
2019-12-04 15:26:41.232,23.3,29.5,208
2019-12-04 15:26:43.510,23.3,29.6,208
2019-12-04 15:26:45.783,23.3,29.7,208
2019-12-04 15:26:48.060,23.3,29.8,207
2019-12-04 15:26:50.337,23.3,29.8,205
2019-12-04 15:26:52.610,23.3,29.8,208
2019-12-04 15:26:54.888,23.3,29.8,208
2019-12-04 15:26:57.165,23.3,29.8,208
2019-12-04 15:26:59.438,23.3,29.8,209
2019-12-04 15:27:01.716,23.3,29.7,208
2019-12-04 15:27:03.989,23.3,29.6,208
2019-12-04 15:27:06.267,23.3,29.6,208
2019-12-04 15:27:08.544,23.3,29.6,207
2019-12-04 15:27:10.818,23.3,29.6,208
2019-12-04 15:27:13.095,23.3,29.6,207
2019-12-04 15:27:15.372,23.3,29.5,207
2019-12-04 15:27:17.645,23.3,29.5,208
2019-12-04 15:27:19.922,23.3,29.5,207
2019-12-04 15:27:22.199,23.3,29.5,208
2019-12-04 15:27:24.473,23.3,29.5,208
2019-12-04 15:27:26.750,23.3,29.5,208
2019-12-04 15:27:29.028,23.3,29.5,207
2019-12-04 15:27:31.301,23.3,29.4,207
2019-12-04 15:27:33.578,23.3,29.5,205
2019-12-04 15:27:35.851,23.3,29.5,207
2019-12-04 15:27:38.128,23.3,29.5,208
2019-12-04 15:27:40.405,23.3,29.7,208
2019-12-04 15:27:42.679,23.3,30.0,208
2019-12-04 15:27:44.956,23.3,30.1,208
2019-12-04 15:27:47.234,23.3,30.2,208
2019-12-04 15:27:49.507,23.3,30.2,208
2019-12-04 15:27:51.784,23.3,30.2,208
2019-12-04 15:27:54.061,23.3,30.2,207
2019-12-04 15:27:56.334,23.3,30.2,207
2019-12-04 15:27:58.611,23.3,30.2,207
2019-12-04 15:28:00.889,23.3,30.3,207
2019-12-04 15:28:03.163,23.3,30.3,207
2019-12-04 15:28:05.440,23.3,30.6,205
2019-12-04 15:28:07.717,23.3,30.8,207
2019-12-04 15:28:09.990,23.3,30.9,205
2019-12-04 15:28:12.268,23.3,31.0,207
2019-12-04 15:28:14.544,23.3,31.1,207
2019-12-04 15:28:16.818,23.3,31.0,207
2019-12-04 15:28:19.095,23.3,30.8,205
2019-12-04 15:28:21.373,23.3,30.7,205
2019-12-04 15:28:23.646,23.3,30.6,205
2019-12-04 15:28:25.923,23.3,30.5,205
2019-12-04 15:28:28.201,23.3,30.4,205
2019-12-04 15:28:30.474,23.3,30.3,205
2019-12-04 15:28:32.750,23.3,30.2,205
2019-12-04 15:28:35.029,23.3,30.2,205
2019-12-04 15:28:37.302,23.3,30.1,205
2019-12-04 15:28:39.578,23.3,30.0,205
2019-12-04 15:28:41.856,23.3,30.0,205
2019-12-04 15:28:44.129,23.3,29.9,205
2019-12-04 15:28:46.407,23.3,29.8,207
2019-12-04 15:28:48.680,23.3,29.8,205
2019-12-04 15:28:50.958,23.3,29.7,207
2019-12-04 15:28:53.234,23.3,29.7,195
2019-12-04 15:28:55.508,23.3,29.7,197
2019-12-04 15:28:57.785,23.3,29.8,195
2019-12-04 15:29:00.063,23.3,29.9,197
2019-12-04 15:29:02.335,23.3,29.9,197
2019-12-04 15:29:04.612,23.3,29.9,197
2019-12-04 15:29:06.890,23.3,29.8,197
2019-12-04 15:29:09.165,23.3,29.8,197
2019-12-04 15:29:11.441,23.3,29.8,195
2019-12-04 15:29:13.719,23.3,29.8,197
2019-12-04 15:29:15.991,23.3,29.7,197
2019-12-04 15:29:18.268,23.3,29.7,197
2019-12-04 15:29:20.546,23.3,29.7,197
2019-12-04 15:29:22.819,23.3,29.8,197
2019-12-04 15:29:25.096,23.3,29.8,205
2019-12-04 15:29:27.369,23.3,29.7,208
2019-12-04 15:29:29.647,23.3,29.8,208
2019-12-04 15:29:31.924,23.3,29.8,203
2019-12-04 15:29:34.198,23.3,29.8,199
2019-12-04 15:29:36.475,23.3,29.9,200
2019-12-04 15:29:38.751,23.3,29.9,199
2019-12-04 15:29:41.025,23.3,29.9,199
2019-12-04 15:29:43.303,23.3,29.9,198
2019-12-04 15:29:45.580,23.3,30.0,208
2019-12-04 15:29:47.853,23.3,30.0,207
2019-12-04 15:29:50.131,23.3,30.1,208
2019-12-04 15:29:52.408,23.3,30.2,207
2019-12-04 15:29:54.681,23.3,30.2,208
2019-12-04 15:29:56.958,23.3,30.1,208
2019-12-04 15:29:59.235,23.3,30.0,208
2019-12-04 15:30:01.508,23.3,30.0,208
2019-12-04 15:30:03.786,23.3,29.9,208
